McDonald Park Junior Primary School, SA
McDonald Park Primary School, SA
McDonnell Creek State School, QLD
McDougall Park Community Kindy Inc, WA
McDowall State School, QLD
McEwen Drive Kindergarten, VIC
Mcilwraith State School, QLD
McKellar Stewart Kindergarten, SA
McKinnon Primary School, VIC
McLaren Flat Primary School, SA
McLaren Vale Primary School, SA
McLeans Road Kindergarten, VIC
McRitchie Crescent Preschool, SA
Meadowbank Primary School Kindergarten, VIC
Meadowbank Public School, NSW
Meadow Flat Public School, NSW
Meadow Glen Primary School, VIC
Meadow Heights Primary School, VIC
Meadows Kindergarten, SA
Meadows Primary School, VIC
Meadows Primary School, VIC
Meadows Primary School, SA
Meadow Springs Primary School, WA
Meandarra State School, QLD
Meander Primary School, TAS
Meckering Primary School, WA
Medina Primary School, WA
Medlow Public School, NSW
Medowie Christian School, NSW
Medowie Community Preschool, NSW
Medowie Gumnut Preschool, NSW
Medowie Public School, NSW
Meekatharra District High School, WA
Meekatharra Kindergarten, WA
Meekatharra Primary School Kindergarten Program, WA
Meekatharra School of the Air, WA
Meekawaya Aboriginal Kindergarten, WA
Meeniyan Preschool Centre, VIC
Meerilinga Family Centre, WA
Meerlieu Primary School, VIC
Megalong Public School, NSW
Melaleuca Park Primary School, SA
Melba Preschool, ACT
Melbourne City School, VIC
Melbourne Girls Grammar Preschool, VIC
Melbourne Girls' Grammar School, VIC
Melbourne Grammar School, VIC
Melbourne Montessori Early Education Centre, VIC
Melbourne Montessori School, VIC
Melbourne Rudolf Steiner Kindergarten, VIC
Melbourne Rudolf Steiner School, VIC
Mel Maria Catholic School, WA
Mel Maria Preprimary, WA
Melrose Kindergarten, SA
Melrose Park Public School, NSW
Melrose Primary School, VIC
Melrose Primary School, SA
Melton Central Preschool Centre, VIC
Melton Christian College, VIC
Melton Primary School, VIC
Melton South Primary School, VIC
Melton Special School, VIC
Melton Uniting Church Kindergarten, VIC
Melton West Kindergarten, VIC
Melton West Primary School, VIC
Melville Primary School, WA
Memorial Oval Primary School, SA
Memorial Park Kindergarten, QLD
Mena Creek State School, QLD
Menai Public School, NSW
Mendooran Central School, NSW
Menindee Central School, NSW
Meningie Area School, SA
Mentone Girls' Grammar School, VIC
Mentone Girls Grammar School Early Learning Centre, VIC
Mentone Grammar School, VIC
Mentone Grammar School Preschool, VIC
Mentone Park Primary School, VIC
Mentone Preschool, VIC
Mentone Primary School, VIC
Menzies Creek Primary School, VIC
Menzies Remote Community School, WA
Merbein P-10 College, VIC
Merbein P-10 College, VIC
Merbein P-10 College, VIC
Merbein Preschool Kindergarten, VIC
Mercedes College, SA
Mercy College, WA
Meredith Kindergarten, VIC
Meredith Primary School, VIC
Merewether Heights Public School, NSW
Merewether Public School, NSW
Meridan State College, QLD
Meriden School, NSW
Merimbula Public School, NSW
Merimbula Tura Kindergarten, NSW
Merindah Children's Centre, NSW
Merinda Park Preschool, VIC
Merinda State School, QLD
Meringandan State School, QLD
Merino Primary School, VIC
Mermaid Waters Community Kindergarten, QLD
Mernda Primary School, VIC
Merredin College, WA
Merredin College, WA
Merriang Special Developmental School, VIC
Merri Community Child Care Centre and Kindergarten, VIC
Merri Creek Primary School, VIC
Merrigum Kindergarten, VIC
Merrigum Primary School, VIC
Merrijig Primary School, VIC
Merri Kindergarten, VIC
Merrimac State School, QLD
Merrivale Primary School, VIC
Merriwa Central School, NSW
Merriwa Education Support Centre, WA
Merriwa Kindergarten, VIC
Merriwa Primary School, WA
Merriwa Primary School Kindergarten Program, WA
Merrydays Kindergarten, NSW
Merryland Garden Childcare Centre Goodna, QLD
Merrylands East Public School, NSW
Merrylands Public School, NSW
Meta Kranz Kindergarten, SA
Metella Road Public School, NSW
Metford Public School, NSW
Methodist Ladies' College, VIC
Methodist Ladies College, NSW
Methodist Ladies College, WA
Metro West Early Learning Program, SA
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
M.E.T. School, NSW
Metung Primary School, VIC
Miallo State School, QLD
Miami State School, QLD
Miandetta Primary School, TAS
Mian School, NSW
Michael Place Kindergarten, VIC
Michelago Public School, NSW
Michelle DeGaris Kindergarten, SA
Mickleham Primary School, VIC
Middle Dural Public School, NSW
Middle Harbour Public School, NSW
Middle Indigo Primary School, VIC
Middle Kinglake Primary School, VIC
Middlemount Community School, QLD
Middle Park Kindergarten, VIC
Middle Park Primary School, VIC
Middle Park State School, QLD
Middle Point School, NT
Middle Ridge State School, QLD
Middle Swan Preprimary, WA
Middle Swan Primary School, WA
Middleton Grange Primary School, NSW
Middleton Public School, NSW
Midland Christian School, WA
Midlands Kindergarten, VIC
Mid North Christian School, SA
Mid North Education Centre, SA
Midvale Primary School, WA
Midvale Primary School Kindergarten Program, WA
Mid Valley Kinder & Child Care, VIC
Milawa Primary School, VIC
Milbrodale Public School, NSW
Milbrulong Public School, NSW
Mildura Christian College, VIC
Mildura Primary School, VIC
Mildura South Kindergarten, VIC
Mildura South Primary School, VIC
Mildura Special School, VIC
Mildura West Kindergarten, VIC
Mildura West Primary School, VIC
Miles Franklin Preschool, ACT
Miles Franklin Primary School, ACT
Miles State School, QLD
Milford Lodge Child Care, QLD
Milgate Primary School, VIC
Milikapiti School, NT
Milingimbi School, NT
Miling Preprimary, WA
Miling Primary School, WA
Milkwood Steiner School, NT
Millaa Millaa Community Kindergarten, QLD
Millaa Millaa State School, QLD
Millaroo State School, QLD
Millars Well Primary School, WA
Millbank Public School, NSW
Millchester State School, QLD
Milleara Gardens Preschool, VIC
Mil Lel Primary School, SA
Millen Primary School, WA
Miller Community Preschool, NSW
Miller Public School, NSW
Millers Forest Public School, NSW
Millewa Preschool, VIC
Millfield Public School, NSW
Millgrove Preschool Centre, VIC
Millicent North Kindergarten, SA
Millicent North Primary School, SA
Millmerran State School, QLD
Millner Preschool, NT
Millner Primary School, NT
Mill Park Heights Child Care Centre, VIC
Mill Park Heights Primary School, VIC
Mill Park Lakes Preschool, VIC
Mill Park Preschool, VIC
Mill Park Primary School, VIC
Millthorpe Public School, NSW
Millwarra Primary School, VIC
Millwarra Primary School, VIC
Milman State School, QLD
Milperra Public School, NSW
Miltaburra Area School, SA
Milton Cabbage Patch Preschool, NSW
Milton Public School, NSW
Milton State School, QLD
Milton Ulladulla Preschool, NSW
Milyakburra School, NT
Mimili Anangu School, SA
Mimis Kindergarten, NSW
Mimosa Public School, NSW
Minaret College, VIC
Minbalup Preschool, NSW
Minchinbury Preschool and Kindergarten, NSW
Minchinbury Public School, NSW
Mindarie Primary School, WA
Minden State School, QLD
Miners Rest Primary School, VIC
Minerva Special School, NSW
Mingenew Primary School, WA
Mingoola Public School, NSW
Mini Graduates Early Learning Centre, NSW
Minikins Kindergarten and Child Care Centre, VIC
Minimbah Early Childhood Centre, VIC
Minimbah Primary School, NSW
Minimbah State School, QLD
Mini Minors Kindergarten, VIC
Ministry of Education Fiji, 
Minlaton District Kindergarten, SA
Minlaton District School, SA
Minmi Public School, NSW
Minnamurra Public School, NSW
Minooka Preschool Centre, NSW
Minoo Malgoo Aboriginal Kindergarten, WA
Mintabie Area School, SA
Minto Public School, NSW
Minya Bunhii Child Care Centre and Kindergarten, SA
Minyama Early Learning Centre, QLD
Minyerri School, NT
Minyip Preschool Centre, VIC
Minyip Primary School, VIC
Miranda Kindergarten, NSW
Miranda North Public School, NSW
Miranda Public School, NSW
Mirani State School, QLD
Mirboo North Kindergarten, VIC
Mirboo North Primary School, VIC
Miriam Vale State School, QLD
Miriwinni State School, QLD
Mirrabooka Primary School, WA
Mirrabooka SHS Education Support Centre, WA
Mission Beach State School, QLD
Miss Lizzie's Kindergarten, NSW
Miss Lizzies Kindergarten, NSW
Mistake Creek State School, QLD
Mitcham Junior Primary School, SA
Mitcham Preschool Centre, SA
Mitcham Primary School, VIC
Mitcham Primary School, SA
Mitcham Village Kindergarten, SA
Mitchell Park Kindergarten, VIC
Mitchell Park Kindergarten, SA
Mitchells Island Public School, NSW
Mitchell State School, QLD
Mitchelton Child Care Centre and Preschool, QLD
Mitchelton Preschooling Centre, QLD
Mitchelton Special School, QLD
Mitchelton State School, QLD
Mitford Crescent Kindergarten, VIC
Mittagong Preschool Kindergarten, NSW
Mittagong Public School, NSW
Mitta Mitta Primary School, VIC
Mitta Valley Kindergarten, VIC
MLC Kindle, VIC
Moama Anglican Grammar School, NSW
Moama Public School, NSW
Moama Public School Preschool, NSW
Moana Kindergarten, SA
Moana Primary School, SA
Modanville Public School, NSW
Modbury Kindergarten, SA
Modbury North Kindergarten, SA
Modbury P-7 School, SA
Modbury South Primary School, SA
Modbury Special School, SA
Modbury West Junior Primary School, SA
Modbury West Primary School, SA
Moe Central Child Care and Kindergarten Centre, VIC
Moe Heights Kindergarten, VIC
Moe Primary School, VIC
Moerlina School, WA
Moffatdale State School, QLD
Moggill State School, QLD
Mogo Preschool, NSW
Mogo Public School, NSW
Moil Preschool, NT
Moil Primary School, NT
Mole Creek Primary School, TAS
Molesworth Primary School, TAS
Mollys Cottage Kindergarten, NSW
Molong Central School, NSW
Molong Preschool Kindergarten, NSW
Monaro Mobile Preschool, NSW
Monash Kindergarten, SA
Monash Preschool, ACT
Monash Primary School, ACT
Monash Primary School, SA
Monash Special School, VIC
Mona Vale Public School, NSW
Monbulk Primary School, VIC
Monkland State School, QLD
Monmia Kindergarten, VIC
Monmia Primary School, VIC
Monogorilby State School, QLD
Montagu Bay Primary School, TAS
Montague Continuing Education Centre, VIC
Montague Park Preschool, VIC
Mont Albert Primary School, VIC
Monteagle Public School, NSW
Montello Primary School, TAS
Montessori-Bankstown Preschool, NSW
Montessori Children's House, VIC
Montessori Childrens House, QLD
Montessori Childrens World, NSW
Montessori Childrens World Preschool, NSW
Montessori Christian Preschool and Long Day Care, NSW
Montessori Early Education Centre, VIC
Montessori Education Centre, VIC
Montessori International College, QLD
Montessori Preschool, VIC
Montessory By-the-Bay, NSW
Montgomery Park Preschool, VIC
Montgrove College, NSW
Montmorency Preschool, VIC
Montmorency Primary School, VIC
Montmorency South Primary School, VIC
Monto Kindergarten, QLD
Monto State School, QLD
Montpellier Primary School, VIC
Montrose Preschool, VIC
Montrose Primary School, VIC
Montville State School, QLD
Moolap Primary School, VIC
Mooloolaba State School, QLD
Mooloolah State School, QLD
Moomba Park Kindergarten, VIC
Moomba Park Primary School, VIC
Moonah Primary School, TAS
Moonambel Primary School, VIC
Moonbi Public School, NSW
Moonee Ponds Central School, VIC
Moonee Ponds West Primary School, VIC
Moonie State School, QLD
Moonta Area School, SA
Moorabbin Primary School, VIC
Moorak Primary School, SA
Moora Primary School, WA
Moora Primary School Kindergarten Program, WA
Moorditj Noongar Community College, WA
Moore Park State School, QLD
Moore Street Kindergarten, VIC
Moorine Rock Primary School, WA
Mooringe World of Learning, SA
Moorland Public School, NSW
Moorooduc Primary School, VIC
Moorooka State School, QLD
Moorook Primary School, SA
Mooroolbark Early Childhood Education Centre, VIC
Mooroolbark East Primary School, VIC
Mooroopna North Primary School, VIC
Mooroopna Park Primary School, VIC
Mooroopna Primary School, VIC
Moranbah East State School, QLD
Moranbah Kindergarten, QLD
Moranbah State School, QLD
Morang South Primary School, VIC
Morawa District High School, WA
Morawa Primary School Kindergarten Program, WA
Morayfield Early Childhood Centre and Preschool, QLD
Morayfield East State School, QLD
Morayfield State School, QLD
Mordialloc Beach Primary School, VIC
Mordialloc Preschool, VIC
Moree Christian Community School, NSW
Moree East Public School, NSW
Moree Preschool Kindergarten, NSW
Moree Public School, NSW
Moreland Kindergarten, VIC
Moreland Primary School, VIC
Moresby Park Preschool, NSW
Moresby State School, QLD
Moreton Bay Boys College, QLD
Moreton Bay College, QLD
Moreton Downs Early Education Centre, QLD
Moreton Downs State School, QLD
Morgan Kindergarten, SA
Morgan Primary School, SA
Morgan Street Public School, NSW
Moriac Preschool Centre, VIC
Moriac Primary School, VIC
Moriah College Kindergarten, NSW
Moriah War Memorial College, NSW
Moriarty Primary School, TAS
Morisset Public School, NSW
Morley Primary School, WA
Morley Primary School Kindergarten Program, WA
Morningside State School, QLD
Mornington Island State School, QLD
Mornington Park Primary School, VIC
Mornington Primary School, VIC
Mornington Special Developmental School, VIC
Morpeth Public School, NSW
Morphett Vale Early Learning Centre, SA
Morphett Vale East Junior Primary School, SA
Morphett Vale East Primary School, SA
Morphett Vale Preschool Kindergarten, SA
Morphett Vale Primary School, SA
Mortdale Public School, NSW
Mortlake Kindergarten, VIC
Mortlake P-12 College, VIC
Mortlake Public School, NSW
Moruya Preschool Kindergarten, NSW
Moruya Public School, NSW
Morven State School, QLD
Morwell Central Preschool, VIC
Morwell Park Primary School, VIC
Morwell Primary School, VIC
Mosman Church of England Preparatory School, NSW
Mosman Church of England Prep School, NSW
Mosman Kinderland, NSW
Mosman Park Primary School, WA
Mosman Park Primary School Kindergarten Program, WA
Mosman Park School for Deaf Children, WA
Mosman Public School, NSW
Mossfiel Kindergarten, VIC
Mossfiel Primary School, VIC
Mossgiel Park Primary School, VIC
Mossman State School, QLD
Moss Vale Public School, NSW
Mother Duck Child Care and Preschool Centre, QLD
Mother Duck Child Care Centre, QLD
Mother Duck Child Care Centre, QLD
Mother Duck Child Care Centre, QLD
Mother Duck Child Care Centre, QLD
Mother Duck Child Care Centre, QLD
Mother Duck Child Care & Preschool Centre, QLD
Mother Duck Preschool & Child Care Centre, QLD
Mother of God Primary School, VIC
Mother of God Primary School, VIC
Mother of Good Counsel Primary School, QLD
Mother Teresa Catholic Primary School, VIC
Mother Teresa Catholic Primary School, ACT
Mother Teresa Catholic School, QLD
Mother Teresa Primary School, NSW
Mott Park Kindergarten, QLD
Moulamein Public School, NSW
Moulden Park Preschool, NT
Moulden Park School, NT
Mountain Creek State School, QLD
Mountain District Christian School, VIC
Mountain Gate Primary School, VIC
Mountain Gate Primary School, VIC
Mountain Heights School, TAS
Mountain View Adventist College, NSW
Mount Street Preschool, NSW
Mount View Primary School, VIC
Moura Community Kindergarten, QLD
Moura State School, QLD
Mourilyan Kindergarten, QLD
Mourilyan State School, QLD
Movelle Primary School, VIC
Mowbray Heights Primary School, TAS
Mowbray Place Early Learning Centre, NSW
Mowbray Public School, NSW
Moyhu Primary School, VIC
Moyston Primary School, VIC
Mt Alford State School, QLD
Mt Allan School, NT
Mt Annan Christian College, NSW
Mt Annan Public School, NSW
Mt Archer State School, QLD
Mt Austin Public School, NSW
Mt Barker Community College, WA
Mt Barker Community Kindergarten, SA
Mt Barker Primary School, SA
Mt Barker South Primary School, SA
Mt Barker Waldorf School, SA
Mt Beauty Primary School, VIC
Mt Blowhard Primary School, VIC
Mt Brown Public School, NSW
Mt Burr Primary School, SA
Mt Carmel Central School, NSW
Mt Carmel Christian School, VIC
Mt Carmel College, TAS
Mt Carmel College Kindergarten, TAS
Mt Claremont Primary School, WA
Mt Clear Community Kindergarten, VIC
Mt Clear Primary School, VIC
Mt Colah Preschool Kindergarten, NSW
Mt Colah Public School, NSW
Mt Compass Area School, SA
Mt Cotton State School, QLD
Mt Crosby State School, QLD
Mt Dandenong Preschool, VIC
Mt Dandenong Primary School, VIC
Mt Druitt Primary School Preschool, NSW
Mt Druitt Public School, NSW
Mt Duneed Regional Primary School, VIC
Mt Egerton Primary School, VIC
Mt Eliza North Primary School, VIC
Mt Eliza Preschool Centre, VIC
Mt Eliza Primary School, VIC
Mt Evelyn Christian School, VIC
Mt Evelyn Memorial Preschool, VIC
Mt Evelyn Primary School, VIC
Mt Evelyn Special School, VIC
Mt Fox State School, QLD
Mt Gambier North Primary School, SA
Mt Garnet State School, QLD
Mt George Public School, NSW
Mt Gibraltar Preschool, NSW
Mt Gravatt East State School, QLD
Mt Gravatt Kindergarten and Preschool, QLD
Mt Gravatt Special School, QLD
Mt Gravatt State School, QLD
Mt Hawthorn Education Support Centre, WA
Mt Hawthorn Jnr Primary School Kindergarten Prog, WA
Mt Hawthorn Primary School, WA
Mt Helena Preprimary, WA
Mt Helena Primary School, WA
Mt Helena Primary School Kindergarten Program, WA
Mt Helen Preschool, VIC
Mt Hira College, VIC
Mt Hunter Public School, NSW
Mt Hutton Public School, NSW
Mt Isa Central State School, QLD
Mt Isa Day Nursery and Kindergarten, QLD
Mt Isa School of the Air, QLD
Mt Isa Special School, QLD
Mt Kanwary Public School, NSW
Mt Keira Demonstration School, NSW
Mt Kembla Public School, NSW
Mt Kilcoy State School, QLD
Mt Kuring Gai Public School, NSW
Mt Larcom State School, QLD
Mt Lawley Primary School, WA
Mt Lawley Primary School Kindergarten Program, WA
Mt Lewis Infants School, NSW
Mt Lewis Infants School, NSW
Mt Lockyer Preprimary, WA
Mt Lockyer Primary School, WA
Mt Macedon Primary School, VIC
Mt Magnet District High School, WA
Mt Magnet Primary School Kindergarten Program, WA
Mt Manypeaks Preprimary, WA
Mt Manypeaks Primary School, WA
Mt Margaret Remote Community School, WA
Mt Marrow State School, QLD
Mt Martha Preschool, VIC
Mt Martha Primary School, VIC
Mt Mee State School, QLD
Mt Molloy State School, QLD
Mt Morgan Central State School, QLD
Mt Murchison State School, QLD
Mt Nebo State School, QLD
Mt Nelson Primary School, TAS
Mt Ommaney Special School, QLD
Mt Ousley Preschool Kindergarten, NSW
Mt Ousley Public School, NSW
Mt Perry State School, QLD
Mt Petrie State School, QLD
Mt Piper Preschool, VIC
Mt Pleasant District Kindergarten, SA
Mt Pleasant Kindergarten, VIC
Mt Pleasant Kindergarten, VIC
Mt Pleasant Preprimary, WA
Mt Pleasant Primary School, VIC
Mt Pleasant Primary School, SA
Mt Pleasant Primary School, WA
Mt Pleasant Public School, NSW
Mt Pleasant Road Primary School, VIC
Mt Pritchard East Public School, NSW
Mt Pritchard Kindergarten, NSW
Mt Pritchard Public School, NSW
Mt Ridley P-12 College, VIC
Mt Riverview Public School, NSW
Mt Rogers Community School, ACT
Mt Samson State School, QLD
Mt Scopus Memorial College, VIC
Mt Scopus Memorial College, VIC
Mt Scopus Memorial College, VIC
Mt Sinai College, NSW
Mt Sinai College Preschool, NSW
Mt St John Primary School, NSW
Mt St Patrick Primary School, NSW
Mt St Thomas Preschool, NSW
Mt St Thomas Public School, NSW
Mt Stuart Primary School, TAS
Mt Surprise State School, QLD
Mt Sylvia State School, QLD
Mt Tarampa State School, QLD
Mt Tarcoola Primary School Kindergarten Program, WA
Mt Terry Preschool, NSW
Mt Terry Public School, NSW
Mt Torrens Primary School, SA
Mt Tyson State School, QLD
Mt Victoria Public School, NSW
Mt Warning Community Preschool, NSW
Mt Warren Park State School, QLD
Mt Warrigal Public School, NSW
Mt Warrigal Public School Preschool, NSW
Mt Waverley North Primary School, VIC
Mt Waverley Preschool Centre, VIC
Mt Waverley Primary School, VIC
Mt Whitestone State School, QLD
Mt Zion War Memorial Kindergarten, NSW
Mudgee Preschool Kindergarten, NSW
Mudgee Public School, NSW
Mudgeeraba Creek State School, QLD
Mudgeeraba Early Childhood Centre, QLD
Mudgeeraba Special School, QLD
Mudgeeraba State School, QLD
Mudjimba Community Kindergarten and Preschool, QLD
Mueller College, QLD
Mueller College Early Learning Centre, QLD
Mukinbudin District High School, WA
Mukinbudin High School Kindergarten Program, WA
Mulberry Tree Child Care Doubleview, WA
Mulbring Public School, NSW
Mulga Street Primary School, SA
Mulgildie State School, QLD
Mulgoa Preschool, NSW
Mulgoa Public School, NSW
Mulgrave Park Preschool Centre, VIC
Mulgrave Primary School, VIC
Mullaley Public School, NSW
Mullaloo Beach Primary School, WA
Mullaloo Community Kindergarten, WA
Mullaloo Heights Primary School, WA
Mullaway Public School, NSW
Mullengandra Public School, NSW
Mullewa District High School, WA
Mullewa Preprimary, WA
Mullewa Primary School Kindergarten Program, WA
Mullion Creek Public School, NSW
Mullumbimby Christian School, NSW
Mullumbimby Community Preschool, NSW
Mullumbimby Public School, NSW
Mullum Primary School, VIC
Muludja Community Primary School, WA
Muludja Primary School Kindergarten Program, WA
Mulwala Preschool, NSW
Mulwala Public School, NSW
Mulyan Public School, NSW
Mumbil Public School, NSW
Mumbulla Steiner School, NSW
Mummulgum Public School, NSW
Mundaring Christian College, WA
Mundaring Montessori School, WA
Mundaring Preprimary, WA
Mundaring Primary School, WA
Mundijong Primary School, WA
Mundijong Primary School Kindergarten Program, WA
Mundingburra State School, QLD
Mundoo State School, QLD
Mundubbera Kindergarten, QLD
Mundubbera State School, QLD
Mundulla Primary School, SA
Munford Street Special School, TAS
Mungallala State School, QLD
Mungar State School, QLD
Mungindi Central School, NSW
Mungindi Central School Preschool, NSW
Mungindi Preschool, NSW
Munglinup Primary School, WA
Munno Para Kindergarten, SA
Munno Para Primary School, SA
Munro Avenue Preschool, VIC
Murarrie State School, QLD
Murchison Preschool, VIC
Murchison Primary School, VIC
Murgon Community Kindergarten, QLD
Murgon State School, QLD
Murilla Kindergarten, QLD
Murnong Kindergarten, VIC
Murphy's Creek State School, QLD
Murputja Anangu School, SA
Murrabit Primary School, VIC
Murragang Preschool, NSW
Murrami Public School, NSW
Murray Bridge Christian College, SA
Murray Bridge Junior Primary School, SA
Murray Bridge Preschool Child Care Centre, SA
Murray Bridge Primary School, SA
Murray Bridge South Primary School, SA
Murray Bridge Special School, SA
Murray Downs School, NT
Murray Farm Public School, NSW
Murraylands Christian College, SA
Murray Park Kindergarten, SA
Murray River Upper State School, QLD
Murray Road Kindergarten, VIC
Murray's Bridge State School, QLD
Murrayville Community College, VIC
Murrayville Preschool, VIC
Murrin Bridge Preschool, NSW
Murrindal Preschool, VIC
Murringo Public School, NSW
Murrumbeena Kindergarten, VIC
Murrumbeena Primary School, VIC
Murrumburrah Public School, NSW
Murrupurtiyanuwu Catholic School, NT
Murrurundi Preschool Kindergarten, NSW
Murrurundi Public School, NSW
Murtoa College, VIC
Murtoa Kindergarten, VIC
Murwillumbah East Public School, NSW
Murwillumbah Public School, NSW
Murwillumbah South Infants School, NSW
Murwillumbah South Infants School, NSW
Musgrave Hill State School, QLD
Muswellbrook Preschool Kindergarten, NSW
Muswellbrook Public School, NSW
Muswellbrook South Public School, NSW
Mutarnee State School, QLD
Mutchilba State School, QLD
Mutdapilly State School, QLD
Mutitjulu School, NT
Muttaburra State School, QLD
MVA Kindergarten, VIC
My First School Child Care Centre, NSW
My Kindy, NSW
Mylor Primary School, SA
Mypolonga Primary School, SA
Myponga Primary School, SA
Myrniong Primary School, VIC
Myrrhee Primary School, VIC
Myrtleford P-12 College, VIC
Nabiac Preschool, NSW
Nabiac Public School, NSW
Nabua Sanatan Primary School, 
Nagambie Preschool Centre, VIC
Nagambie Primary School, VIC
Nagle Preschool, VIC
Nagoorin State School, QLD
Nailsworth Primary School, SA
Nairne Primary School, SA
Nakara Preschool, NT
Nakara Primary School, NT
Nambour Christian College, QLD
Nambour C&K, QLD
Nambour State School, QLD
Nambour State Special School, QLD
Nambrok Denison Primary School, VIC
Nambucca Heads Preschool, NSW
Nambucca Heads Public School, NSW
Nambucca Valley Christian Community School, NSW
Namoi Valley Christian School, NSW
Nana Glen Preschool, NSW
Nana Glen Public School, NSW
Nanango Kindergarten, QLD
Nanango State School, QLD
Nangiloc And District Kindergarten, VIC
Nangiloc Colignan Primary School, VIC
Nangus Public School, NSW
Nangwarry Primary School, SA
Nanima Preschool, NSW
Nanneella Estate Primary School, VIC
Nannup District High School, WA
Nannup Preschool, WA
Napoleons Primary School, VIC
Napperby Primary School, SA
Naracoorte Early Learning Centre, SA
Naracoorte Primary School, SA
Naracoorte South Primary School, SA
Naradhan Public School, NSW
Naranga Special School, VIC
Narangba State School, QLD
Narangba Valley State School, QLD
Nara Preschool Centre, VIC
Narara Public School, NSW
Narara Valley Preschool, NSW
Narbethong State Special School, QLD
Nareena Hills Public School, NSW
Narellan Public School, NSW
Narellan Vale Public School, NSW
Narembeen District High School, WA
Narembeen Primary School Kindergarten Program, WA
Naremburn School, NSW
Nar Nar Goon Kindergarten, VIC
Nar Nar Goon Primary School, VIC
Narnia Christian Preschool, NSW
Narnia Christian Preschool, NSW
Narnia Kindergarten and Preschool, QLD
Narooma Preschool Kindergarten, NSW
Narooma Public School, NSW
Narrabeen Community Kindergarten, NSW
Narrabeen Lakes Public School, NSW
Narrabeen North Public School, NSW
Narrabri Primary School Preschool, NSW
Narrabri Public School, NSW
Narrabri West Public School, NSW
Narrabri West Public School Preschool, NSW
Narrabundah Primary School, ACT
Narracan Drive Child Care Centre, VIC
Narracan Primary School, VIC
Narrandera East Infants School, NSW
Narrandera East Infants School, NSW
Narrandera Preschool Early Childhood Centre, NSW
Narrandera Public School, NSW
Narranga Public School, NSW
Narraweena Public School, NSW
Narrawong Primary School, VIC
Narre Warren North Kindergarten, VIC
Narre Warren North Primary School, VIC
Narre Warren South P-12 College, VIC
Narrogin Preprimary Centre, WA
Narrogin Primary School, WA
Narrogin Primary School Kindergarten Program, WA
Narromine Christian School, NSW
Narromine Preschool Kindergarten, NSW
Narromine Public School, NSW
Narwee Preschool Kindergarten, NSW
Narwee Public School, NSW
Nashdale Public School, NSW
Nashville State School, QLD
Nathalia Preschool Centre, VIC
Nathalia Primary School, VIC
Natimuk Preschool, VIC
Natimuk Primary School, VIC
Natone Primary School, TAS
Natte Yallock Primary School, VIC
Natural Steps Preschool, NSW
Navarre Primary School, VIC
Navigator College, SA
Nazareth Catholic College, SA
Nazareth Catholic School, NSW
Nazareth Lutheran Early Learning Centre, QLD
Nazareth Primary School, VIC
Neale Street North Preschool Centre, VIC
Neangar Preschool, VIC
Nebo State School, QLD
Nedlands Park Preschool, WA
Nedlands Preprimary, WA
Nedlands Primary School, WA
Neerabup Primary School, WA
Neerigen Brook Primary School, WA
Neerigen Brook Primary School Kindergarten Prog, WA
Neerim District Rural School, VIC
Neerim South Preschool Centre, VIC
Neerim South Primary School, VIC
Nelson Bay Preschool, NSW
Nelson Park School, VIC
Nemarluk School, NT
Nemingha Public School, NSW
Nepean Christian School, NSW
Nepean Preschool, NSW
Nepean Special School, VIC
Nerang Early Childhood Centre & Preschool, QLD
Nerang State School, QLD
Ness Reserve Preschool, VIC
Netherby Kindergarten, SA
Netley Kindergarten, SA
Neutral Bay Kindergarten, NSW
Neutral Bay Preschool, NSW
Neutral Bay Public School, NSW
Neutral Junction School, NT
Neville Public School, NSW
Newbery Park Primary School, SA
Newborough East Primary School, VIC
Newborough Primary School, VIC
Newborough Primary School, WA
Newborough Primary School Kindergarten Program, WA
Newbridge Heights Public School, NSW
Newcastle East Public School, NSW
Newcastle Grammar School, NSW
Newcastle Grammar School, NSW
Newcastle Grammar School Preschool, NSW
Newcastle Rudolf Steiner School, NSW
Newcastle Waters School, NT
Newcomb Park Primary School, VIC
Newdegate Primary School, WA
Newdegate Primary School Kindergarten Program, WA
New England Girls School, NSW
New Farm State School, QLD
New Gisborne Primary School, VIC
Newham Primary School, VIC
Newhaven College, VIC
Newhaven Primary School, VIC
Newhope Baptist Preschool, VIC
New Hope Baptist Preschool, VIC
New Horizons Preschool, NSW
New Horizons Preschool Learning Centre, TAS
Newington College, NSW
Newington College Preparatory School, NSW
Newington College Preparatory School, NSW
Newington Public School, NSW
New Lambton Heights Infants School, NSW
New Lambton Public School, NSW
New Lambton South Public School, NSW
Newland Park Kindergarten, SA
Newlands Preschool Centre, VIC
Newlands Primary School, VIC
New Leaf Early Learning Centre, QLD
New Life Christian College, WA
New Life College, WA
Newling Public School, NSW
Newlyn Primary School, VIC
Newman College, WA
Newman College, WA
Newman Primary School, WA
Newman Primary School Kindergarten Program, WA
Newmarket House Child Care Centre and Preschool, QLD
Newmarket State School, QLD
Newmerella Primary School, VIC
New Norfolk Primary School, TAS
Newport Gardens Primary School, VIC
Newport Gardens Primary School, VIC
