Father John Therry School, NSW
Faulconbridge Public School, NSW
Fawkner Kindergarten, VIC
Fawkner Primary School, VIC
Federal Community Children's Centre, NSW
Federal State School, QLD
Feluga State School, QLD
Fennell Bay Public School, NSW
Ferguson Park Preschool, VIC
Fern Bay Public School, NSW
Ferncourt Public School, NSW
Fernhill Preschool, VIC
Fernhill Road Preschool, NSW
Fernleigh Public School, NSW
Ferntree Gully North Primary School, VIC
Fernvale State School, QLD
Ferny Creek Primary School, VIC
Ferny Grove State School, QLD
Ferny Hills State School, QLD
Fidelity Club Kindergarten, VIC
Figtree Heights Public School, NSW
Fig Tree Pocket State School, QLD
Figtree Preschool, NSW
Figtree Public School, NSW
Finch Hatton State School, QLD
Findon Primary School, VIC
Fingal Head Public School, NSW
Fingal Primary School, TAS
Finke School, NT
Finley Preschool Kindergarten, NSW
Finley Public School, NSW
Fintona Girls' School, VIC
Fintona Girls School Preschool, VIC
Fiona Childcare Centre, NSW
Firbank Grammar School, VIC
Firbank Grammar School, VIC
Firbank Grammar School Preschool, VIC
First Friends Preschool, NSW
First Steps Independent Kindergarten, WA
Fish Creek Kindergarten, VIC
Fish Creek Primary School, VIC
Fisher Road School, NSW
Fisk Street Primary School, SA
Fitzgerald State School, QLD
Fitzroy Community School, VIC
Fitzroy North Primary School, VIC
Fitzroy Primary School, VIC
Fitzroy Valley District High School, WA
Five Dock Public Preschool, NSW
Five Dock Public School, NSW
Five Dock Public School Preschool, NSW
Five Islands School, NSW
Flagstaff Hill Junior Primary School, SA
Flagstaff Hill Kindergarten, SA
Flagstaff Hill Primary School, SA
Flagstaff Hill School Preschool, SA
Flagstaff Oval Kindergarten, SA
Flagstone Creek State School, QLD
Flagstone State School, QLD
Flamingo Preschool, VIC
Flaxmill Junior Primary School, SA
Flaxmill Primary School, SA
Fleetwood Kindergarten, VIC
Fleetwood Primary School, VIC
Flemington Primary School, VIC
Flinders Christian Community College, VIC
Flinders Christian Community College, VIC
Flinders Christian Community College, VIC
Flinders Island District High School, TAS
Flinders Kindergarten, VIC
Flinders Medical Centre School, SA
Flinders Park Preprimary, WA
Flinders Park Primary School, SA
Flinders Park Primary School, WA
Flinders Port Pirie Early Learning Program, SA
Flinders Preschool, VIC
Flinders Preschool Education Centre, NSW
Flinders Public School, NSW
Flinders View Primary School, SA
Floraville Public School, NSW
Floreat Park Preprimary, WA
Floreat Park Primary School, WA
Floreat Park Primary School Kindergarten Program, WA
Florence Kindergarten, QLD
Florence Road Preschool, VIC
Florey Preschool, ACT
Florey Primary School, ACT
Flowerdale Kindergarten, VIC
Flowerdale Primary School, VIC
Flying Fish Point State School, QLD
Flynn Preschool, ACT
Follyfoot Farm Learning Centre, NSW
Footprints Early Learning Centre, NSW
Footscray City Primary School, VIC
Footscray North Primary School, VIC
Footscray Primary School, VIC
Footscray West Primary School, VIC
Forbes North Public School, NSW
Forbes Preschool Kindergarten, NSW
Forbes Primary School, SA
Forbes Public School, NSW
Fordham Avenue Kindergarten, VIC
Forest Crescent Primary School, WA
Forest Hill Community Preschool, NSW
Forest Hill Public School, NSW
Forest Hill State School, QLD
Forest Lake State School, QLD
Forest Lodge Public School, NSW
Forest Primary School, TAS
Forest Street Primary School, VIC
Forestview Community Kindergarten and Preschool, QLD
Forestville Montessori Preschool, NSW
Forestville Montessori School, NSW
Forestville Preschool, NSW
Forestville Public School, NSW
Forrest Beach State School, QLD
Forrestdale Preprimary, WA
Forrestdale Preschool Kindergarten, WA
Forrestdale Primary School, WA
Forrestfield Primary School, WA
Forrestfield Primary School Kindergarten Program, WA
Forrest Preschool, VIC
Forrest Primary School, ACT
Forrest Primary School, VIC
Forsayth State School, QLD
Forster Public School, NSW
Forth Primary School, TAS
Fortitude Valley State School, QLD
Fort Street Public School, NSW
Foster Preschool Centre, VIC
Foster Primary School, VIC
Foundation Christian College, WA
Fountain Gate Kindergarten, VIC
Fowler Road School, NSW
Foxdale Kindergarten, NSW
Frances Primary School, SA
Frances Sullivan Preschool, VIC
Francis Street Preschool, NSW
Frank Dando Sports Academy, VIC
Frankland Primary School, WA
Frankland Primary School Kindergarten Program, WA
Franklin Primary School, TAS
Franklin Public School, NSW
Frank Partridge VC Public School, NSW
Frankston East Primary School, VIC
Frankston Heights Primary School, VIC
Frankston Preschool, VIC
Frankston Primary School, VIC
Frankston Special School, VIC
Frank W Cheshire Education Centre, VIC
Fraser Coast Anglican College, QLD
Fraser Park Primary School, SA
Fraser Preschool, ACT
Fraser Primary School, ACT
Frayne College, VIC
Frederick Irwin Anglican School, WA
Frederick Street Kindergarten, NSW
Frederick Street Kindergarten, TAS
Frederickton Public School, NSW
Free Kindergarten Multicultural Resource Centre, VIC
Freeling Primary School, SA
Freemans Reach Public School, NSW
Freestone State School, QLD
Fregon Anangu School, SA
Fremantle Language Development Centre, WA
Fremantle Primary School, WA
French Australian Preschool, ACT
Frenchs Forest Kindergarten, NSW
Frenchs Forest Public School, NSW
Frenchville State School, QLD
Frensham, NSW
Freshwater Bay Primary School, WA
Freshwater Christian College, QLD
Freshwater Creek Steiner School, VIC
Freshwater State School, QLD
Friday's Child Montessori Preschool, QLD
Frieda Corpe Community Kindergarten, SA
Friendly Faces Child Care Centre, NSW
Friend Street Kindergarten, VIC
Frogstomp Preschool, NSW
Fuji International Kindergarten, QLD
Fulham Gardens Primary School, SA
Fulham North Primary School, SA
Fulham Park Preschool Kindergarten, SA
Furlong Park Special School, VIC
Future Kids Preschool, NSW
FW Kerr Preschool, VIC
Fyans Park Kindergraten, VIC
Fyans Park Primary School, VIC
Gabbinbar State School, QLD
Gadara Special School, NSW
Gagebrook Primary School, TAS
Gainmara Birrilee Preschool, NSW
Gairdner Primary School, WA
Galbiri Child Care Centre and Preschool, QLD
Galilee Catholic School, NSW
Galilee Catholic School, SA
Galilee Regional Catholic School, VIC
Galston Public School, NSW
Gan Gani Kindergarten, QLD
Ganmain Public School, NSW
Gan Yeladim Centre, NSW
Gapuwiyak School, NT
Garah Public School, NSW
Garbutt State School, QLD
Gardeners Road Public School, NSW
Garden Suburb Public School, NSW
Gardenvale Primary School, VIC
Gardiner Preschool, VIC
Garfield Barwick School, NSW
Garfield Kindergarten, VIC
Garfield Primary School, VIC
Gargett State School, QLD
Garinja Preschool, VIC
Garran Preschool, ACT
Garran Primary School, ACT
Gascoyne Junction Remote Community School, WA
Gateshead Public School, NSW
Gateshead West Public School, NSW
Gateways Early Intervention Group Kindergarten, VIC
Gatton Kindergarten, QLD
Gatton State School, QLD
Gaven State School, QLD
Gawa Christian School, NT
Gawler East Preschool, SA
Gawler East Primary School, SA
Gawler Primary School, SA
Gayndah Kindergarten, QLD
Gayndah State School, QLD
Gaythorn Community Kindergarten, QLD
Geebung Kindergarten and Preschool, QLD
Geebung Special School, QLD
Geebung State School, QLD
Geelong Baptist College, VIC
Geelong College, VIC
Geelong East Primary School, VIC
Geelong Grammar School, VIC
Geelong Grammar School, VIC
Geelong Grammar School, VIC
Geelong Kindergarten Association, VIC
Geelong Lutheran College, VIC
Geelong South Primary School, VIC
Geelong West Kindergarten, VIC
Geeveston District High School, TAS
Geham State School, QLD
Gellibrand Crescent Kindergarten, VIC
Gembrook Kindergarten, VIC
Gembrook Primary School, VIC
Genazzano FCJ College, VIC
Genesis Christian School, QLD
Geneva Christian College, TAS
Geographe Education Support Centre, WA
Geographe Grammar School, WA
Geographe Primary School, WA
George Anderson Walpole School, NSW
George Bowen Memorial Kindergarten, QLD
Georges Hall Public School, NSW
Georges River Grammar School, NSW
George Street Primary School, VIC
Georgetown Primary School, SA
Georgetown State School, QLD
Georgiana Molloy Anglican School, WA
Geraldton Grammar School, WA
Geraldton Kindergarten, WA
Geraldton Primary School, WA
Geraldton Primary School Kindergarten Program, WA
Geranium Primary School, SA
Germain Street Kindergarten, VIC
German International School Sydney, NSW
Gerogery Public School, NSW
Gerringong Preschool, NSW
Gerringong Public School, NSW
Geurie Public School, NSW
Ghilgai Steiner School, VIC
Giant Steps School, TAS
Giant Steps School, NSW
Gibbergunyah Preschool Long Day Care, NSW
Gibbons Street School, NSW
Gibbs Street Primary School, WA
Gib Gate Preparatory School, NSW
Gidgegannup Primary School, WA
Giggles The Montessori Journey, QLD
Giiguy Gamambi Preschool, NSW
Gilgai Public School, NSW
Gilgandra Preschool, NSW
Gilgandra Public School, NSW
Gillen Preschool, NT
Gillen Primary School, NT
Gilles Plains Primary School, SA
Gilles Street Primary School, SA
Gillieston Public School, NSW
Gillwinga Public School, NSW
Gilmore Preschool, ACT
Gilmore Primary School, ACT
Gilson College, VIC
Gilston State School, QLD
Gindie State School, QLD
Gingerbread Preschool Kindergarten, NSW
Gingin District High School, WA
Gin Gin Kindergarten, QLD
Gingin Primary School Kindergarten Program, WA
Gin Gin State School, QLD
Gippsland Grammar School, VIC
Gippsland Grammar School, VIC
Giralang Preschool, ACT
Giralang Primary School, ACT
Girgarre Kindergarten, VIC
Girgarre Primary School, VIC
Girilambone Public School, NSW
Girrabanya Kindergarten, VIC
Girrakool School, NSW
Girraween Primary School, NT
Girraween Public School, NSW
Girrawong Preschool, NSW
Girrinbai Community Preschool, NSW
Girton Grammar School, VIC
Giru State School, QLD
Gisborne Kindergarten, VIC
Gisborne Montessori Preschool, VIC
Gisborne Primary School, VIC
Givelda State School, QLD
Gladesville Primary School, VIC
Gladesville Public School, NSW
Gladigau Park Kindergarten, SA
Gladstone Central State School, QLD
Gladstone Kindergarten, QLD
Gladstone Park Preschool, VIC
Gladstone Park Primary School, VIC
Gladstone Primary School, SA
Gladstone Public School, NSW
Gladstone South State School, QLD
Gladstone Views Primary School, VIC
Gladstone West State School, QLD
Gladysdale Primary School, VIC
Gladys Newton School, WA
Glamorgan Kindergarten, VIC
Glamorgan Vale State School, QLD
Glandore Child Care Centre and Kindergarten, SA
Glandore Community Kindergarten, SA
Glassford Street Preschool, VIC
Glasshouse Country Christian College, QLD
Glass House Early Education Centre & Preschool, QLD
Glass House Mountains State School, QLD
Glass Street Kindergarten, VIC
Glebe Public School, NSW
Glebe Road Kindergarten and Preschool, QLD
Glenaeon Rudolf Steiner Preschool, NSW
Glenaeon Rudolf Steiner School, NSW
Glenaeon Rudolf Steiner School, NSW
Glen Alice Public School, NSW
Glenallen Special School, VIC
Glen Aplin State School, QLD
Glenbrook Preschool Kindergarten, NSW
Glenbrook Public School, NSW
Glenburnie Primary School, SA
Glencoe Central Primary School, SA
Glencoe Kindergarten, SA
Glencoe Primary School, WA
Glencoe Primary School Kindergarten Program, WA
Glendale Early Education Centre, NSW
Glendale East Public School, NSW
Glendale Kindergarten, WA
Glendale Primary School, WA
Glendal Preschool Centre, VIC
Glendal Primary School, VIC
Glendenning Preschool, NSW
Glendenning Public School, NSW
Glenden State School, QLD
Glen Dhu Primary School, TAS
Glendonald Park Preschool, VIC
Glendore Public School, NSW
Gleneagle State School, QLD
Glenelg Junior Primary School, SA
Glenelg Primary School, SA
Glenella State School, QLD
Glenferrie Primary School, VIC
Glenfield Park School, NSW
Glenfield Preschool Kindergarten, NSW
Glenfield Public School, NSW
Glen Forrest Preprimary, WA
Glen Forrest Primary School, WA
Glen Forrest Primary School Kindergarten Program, WA
Glengala Sunshine West Primary School, VIC
Glengarry Kindergarten/ Preprimary, WA
Glengarry Preschool, VIC
Glengarry Primary School, VIC
Glengarry Primary School, WA
Glenhaven Public School, NSW
Glen Huntly Primary School, VIC
Glen Huon Primary School, WA
Glen Huon Primary School, TAS
Glen Innes Preschool, NSW
Glen Innes Public School, NSW
Glen Innes West Infants School, NSW
Glen Innes West Infants School, NSW
Glen Iris Primary School, VIC
Glen Katherine Primary School, VIC
Glenleighden School, QLD
Glenmore Park Preschool, NSW
Glenmore Park Public School, NSW
Glenmore Road Public School, NSW
Glenmore State School, QLD
Glenmorgan State School, QLD
Glennie Heights State School, QLD
Glen Oak Kindergarten, VIC
Glenora District High School, TAS
Glenorchy Primary School, TAS
Glenore Grove State School, QLD
Glenorie Preschool, NSW
Glenorie Public School, NSW
Glen Osmond Primary School, SA
Glen Park Primary School, VIC
Glen Preschool Kindergarten, NSW
Glenquarry Public School, NSW
Glenreagh Preschool, NSW
Glenreagh Public School, NSW
Glenroi Heights Public School, NSW
Glenrowan Preschool, VIC
Glenrowan Primary School, VIC
Glenroy Central Primary School, VIC
Glenroy Memorial Preschool, VIC
Glenroy North Kindergarten, VIC
Glenroy Public School, NSW
Glenroy Special School, VIC
Glenroy West Kindergarten, VIC
Glenroy West Primary School, VIC
Glenvale Christian School, QLD
Glenvale Early Childhood and Preschool Centre, QLD
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale School, VIC
Glenvale Special School, NSW
Glenvale State School, QLD
Glenview State School, QLD
Glen Waverley Primary School, VIC
Glen Waverley South Preschool, VIC
Glen Waverley South Primary School, VIC
Glen William Public School, NSW
Glenwood Public School, NSW
Glenwood State School, QLD
Globe Wilkins Preschool, NSW
Glossodia Public School, NSW
Glossop Primary School, SA
Gloucester Preschool, NSW
Gloucester Public School, NSW
Glover Street Kindergarten, VIC
Gnowangerup District High School, WA
Gnowangerup Primary School Kindergarten Program, WA
Gochan Jiny Jirra School, NT
Goddard Crescent Preschool, NSW
Gogango State School, QLD
Gold Coast Christian College, QLD
Gold Creek School, ACT
Golden Beach State School, QLD
Golden Days Kindergarten, NSW
Golden Grove Kindergarten, SA
Golden Grove Lutheran Primary School, SA
Golden Grove Primary School, SA
Golden Hill Steiner School, WA
Golden Square Kindergarten, VIC
Golden Square Primary School, VIC
Golden Square Primary School, VIC
Goldfields Baptist College, WA
Gol Gol Public School, NSW
Gooburrum State School, QLD
Good Counsel Primary School, QLD
Goodna Special School, QLD
Goodna State School, QLD
Good News Lutheran Primary School, QLD
Good News Lutheran School, VIC
Goodooga Central School, NSW
Goodooga Preschool, NSW
Good Samaritan Catholic Primary School, NSW
Good Samaritan Primary School, VIC
Good Shepherd Catholic Community School, QLD
Good Shepherd Catholic Primary School, ACT
Good Shepherd Catholic School, WA
Good Shepherd Christian School, QLD
Good Shepherd College, VIC
Good Shepherd Lutheran College, QLD
Good Shepherd Lutheran College, NT
Good Shepherd Lutheran Primary School, VIC
Good Shepherd Lutheran School, SA
Good Shepherd Lutheran School, SA
Good Shepherd Parish School, VIC
Good Shepherd Primary School, NSW
Good Shepherd Primary School, NSW
Good Shepherd School, WA
Goodstart Early Learning Centre, NSW
Goodstart Early Learning Centre, ACT
Goodstart Early Learning Centre, NSW
Goodstart Early Learning Centre, QLD
Goodstart Early Learning Centre, QLD
Goodstart Early Learning Centre, QLD
Goodstart Early Learning Centre, QLD
Goodwin Estate Preschool, VIC
Goodwood Primary School, SA
Goodwood Primary School, TAS
Goodwood State School, QLD
Goolgowi Public School, NSW
Goollelal Primary School, WA
Goollelal Primary School Kindergarten Program, WA
Goolmangar Public School, NSW
Goolma Public School, NSW
Gooloogong Public School, NSW
Goolwa Primary School, SA
Goomalling Primary School, WA
Goomalling Primary School Kindergarten Program, WA
Goombungee State School, QLD
Goomeri State School, QLD
Goonawarra Primary School, VIC
Goondi State School, QLD
Goondiwindi State School, QLD
Goonellabah Public School, NSW
Goonengerry Public School, NSW
Goongerah P-8 School, VIC
Goornong Primary School, VIC
Gooseberry Hill Preprimary, WA
Gooseberry Hill Primary School, WA
Goovigen State School, QLD
Gordon East Public School, NSW
Gordon Education Centre, SA
Gordon Preschool, ACT
Gordon Preschool Centre, NSW
Gordon Primary School, ACT
Gordon Primary School, VIC
Gordon Shire Kindergarten, VIC
Gordon Street Preschool, VIC
Gordonvale Community Kindergarten, QLD
Gordonvale State School, QLD
Gordon West Public School, NSW
Gormandale Preschool, VIC
Gormandale Primary School, VIC
Gorokan Preschool, NSW
Gorokan Public School, NSW
Goroke Kindergarten, VIC
Goroke P-12 College, VIC
Gosford East Public School, NSW
Gosford Preschool, NSW
Gosford Public School, NSW
Gosnells Primary School, WA
Goulburn East Public School, NSW
Goulburn North Public School, NSW
Goulburn Preschool, NSW
Goulburn Public School, NSW
Goulburn South Public School, NSW
Goulburn Street Primary School, TAS
Goulburn Valley Grammar School, VIC
Goulburn West Public School, NSW
Goulding Hill Preschool, NSW
Governor Philip King Public School, NSW
Gower Street Kindergarten, VIC
Gowrie Park Preschool, VIC
Gowrie Preschool, ACT
Gowrie Primary School, ACT
Gowrie State School, QLD
Gowrie Street Primary School, VIC
Grace Berglund Kindergarten, VIC
Grace Christian School, WA
Grace Creche and Kindergarten, QLD
Grace Lutheran Preschool, NSW
Grace Lutheran Primary School, QLD
Gracemere State School, QLD
Grace Park Preschool, VIC
Grace St Child Care Centre and Brimbank Kindergarten, VIC
Graceville Community Kindergarten and Preschool, QLD
Graceville State School, QLD
Grafton Public School, NSW
Grahamstown Public School, NSW
Grahamvale Primary School, VIC
Gralee School, NSW
Grand Avenue State School, QLD
Grandchester State School, QLD
Grange Primary School, SA
Grange Road Kindergarten, VIC
Grantham State School, QLD
Granville Community Kindergarten, QLD
Granville East Public School, NSW
Granville Public School, NSW
Granville Public School Preschool, NSW
Granville South Public School, NSW
Granville State School, QLD
Grasmere Primary School, VIC
Grass Patch Primary School, WA
Grass Patch Primary School Kindergarten Program, WA
Gravesend Public School, NSW
Gray Court Preschool, VIC
Graylands Primary School Kindergarten Program, WA
Gray Preschool, NT
Gray Primary School, NT
Grays Lane Children's Centre, NSW
Grays Point Preschool Kindergarten, NSW
Grays Point Public School, NSW
Great Alpine Preschool Service, VIC
Great Ryrie Primary School, VIC
Great Southern Grammar School, WA
Great Western Primary School, VIC
Greenacre Baptist Christian Community School, NSW
Greenacre Church of Christ Preschool, NSW
Greenacre Public School, NSW
Greenbank State School, QLD
Greenbrook Kindergarten, VIC
Greenbrook Primary School, VIC
Greenbushes Primary School, WA
Greenbushes Primary School Kindergarten Program, WA
Green Cottage Child Care  and Kindergarten, VIC
Greenethorpe Public School, NSW
Greenfields Primary School, WA
Green Hill Public School, NSW
Greenhills Primary School, VIC
Greenlands State School, QLD
Greenmount Primary School, WA
Greenmount State School, QLD
Greenock Primary School, SA
Green Park Casuarina Kindergarten, VIC
Green Point Christian College, NSW
Greensborough Preschool, VIC
Greensborough Primary School, VIC
Greenslopes State School, QLD
Green Square School, NSW
Green Street Pre-School Child Care Service, NSW
Greenvale Primary School, VIC
Greenvale State School, QLD
Green Valley Islamic College, NSW
Green Valley Public School, NSW
Greenway Park Public School, NSW
Greenwell Point Public School, NSW
Greenwich Public School, NSW
Greenwith Kindergarten, SA
Greenwith Primary School, SA
Greenwood Park Kindergarten, VIC
Greenwood Primary School, WA
Gregory Educational Facility, QLD
Grenfell Preschool Kindergarten, NSW
Grenfell Public School, NSW
Gresford Public School, NSW
Greta Community Preschool, NSW
Greta Public School, NSW
Greta Valley Primary School, VIC
Greystanes Preschool Kindergarten, NSW
Greystanes Public School, NSW
Grey Street Primary School, VIC
Greythorn Early Childhood Centre, VIC
Greythorn Primary School, VIC
Griffith East Public School, NSW
Griffith North Public School, NSW
Griffith Preschool, ACT
Griffith Preschool Kindergarten, NSW
Griffith Public School, NSW
Grong Grong Public School, NSW
Grose View Public School, NSW
Grose Wold Preschool & Long Day Care Centre, NSW
Grosmont State School, QLD
Grovedale East Kindergarten, VIC
Grovedale Kindergarten, VIC
Grovedale Primary School, VIC
Grovedale West Primary School, VIC
Grovelands Primary School, WA
Grovely State School, QLD
Groves Christian College, QLD
Groves Christian College Child Care, QLD
Gruyere Primary School, VIC
GS Kidd Memorial Special School, NSW
Guardian Angels Primary School, QLD
Guardian Angels Primary School, QLD
Guildford Grammar Preparatory School, WA
Guildford Grammar School, WA
Guildford Kindergarten, WA
Guildford Montessori Kindergarten, NSW
Guildford Primary School, VIC
Guildford Primary School, WA
Guildford Primary School Kindergarten Program, WA
Guildford Public School, NSW
Guildford West Public School, NSW
Guise Public School, NSW
Gulargambone Central School, NSW
Gulf Christian College, QLD
Gulfview Heights Primary School, SA
Gulgong Preschool Kindergarten, NSW
Gulgong Public School, NSW
Gulmarrad Public School, NSW
Gulpa Preschool, NSW
Guluguba State School, QLD
Gumblossom Childcare Fremantle, WA
Gumdale State School, QLD
Gumeracha Primary School, SA
Gum Flat Public School, NSW
Gumlu State School, QLD
Gummyaney Aboriginal Preschool, NSW
Gumnut Childrens Centre, NSW
Gumnut Community Preschool, NSW
Gumnut Cottage Child Care Centre and Preschool, NSW
Gumnut Grove Preschool, NSW
Gumnut Gully Preschool, VIC
Gumnut Kidz Kindergarten, NSW
Gumnut Kindergarten, NSW
Gum Nut Preschool & Child Care, VIC
Gum Nuts Resort Kindergarten, VIC
Gumnut Tree House Kindergarten, NSW
Gumnut Village Preschool, NSW
Gumtree Cottage Kindergarten, NSW
Gum Tree Cottage Preschool, NSW
Gumtrees Preschool and Long Day Care, NSW
Gunalda State School, QLD
Gunbalanya Community School, NT
Gunbower Preschool Centre, VIC
Gunbower Primary School, VIC
Gundagai Preschool Kindergarten, NSW
Gundagai Public School, NSW
Gundagai South Public School, NSW
Gundala Kindergarten, QLD
Gundaroo Public School, NSW
Gundiah State School, QLD
Gunnedah Baptist Community Preschool, NSW
Gunnedah Preschool, NSW
Gunnedah Public School, NSW
Gunnedah South Public School, NSW
Gunning Preschool, NSW
Gunning Public School, NSW
Guthridge Primary School, VIC
Guthrie Street Primary School, VIC
Guyra Central School, NSW
Guyra Preschool, NSW
Gwabegar Public School, NSW
Gwandalan Preschool, NSW
Gwandalan Public School, NSW
Gwenda Hampton Kindergarten, VIC
Gwendoline Kindergarten, VIC
Gwydir Day Care and Preschool, NSW
Gwynne Park Education Support Centre, WA
Gwynne Park Preprimary, WA
Gwynne Park Primary School, WA
Gwynne Park Primary School Kindergarten Program, WA
Gwynneville Public School, NSW
Gymea Bay Public School, NSW
Gymea North Public School, NSW
Gymea Nursery Kindergarten, NSW
Gymea Preschool, NSW
Gympie Central State School, QLD
Gympie East State School, QLD
Gympie Play Station Child Care Centre, QLD
Gympie South State School, QLD
Gympie Special School, QLD
Gympie West State School, QLD
Haasts Bluff School, NT
Haberfield Baptist Church Preschool, NSW
Haberfield Public School, NSW
Hackett Preschool, ACT
Hackham East Junior Primary School, SA
Hackham East Kindergarten, SA
Hackham East Primary School, SA
Hackham South Primary School, SA
Hackham West Childrens Centre, SA
Hackham West Junior Primary School, SA
Hackham West Primary School, SA
Hackney Kindergarten, SA
Haddon Kindergarten, VIC
Haddon Preschool Centre, VIC
Haddon Primary School, VIC
Haden State School, QLD
Haering Road Preschool, VIC
Hagley Farm Primary School, TAS
Hahndorf Primary School, SA
Haigslea State School, QLD
Haileybury College, VIC
Haileybury College, VIC
Haileybury College, VIC
Haileybury College Preschool, VIC
Haileybury Newlands Early Learning Centre, VIC
Hale School, WA
Halidon Primary School, WA
Halifax State School, QLD
Halifax Street Children's Centre & Preschool, SA
Halinda School, NSW
Hallam Gardens Kindergarten, VIC
Hallam Kindergarten Preschool, VIC
Hallam Primary School, VIC
Hall Avenue Community Kindergarten, NSW
Hallett Cove East Primary School, SA
Hallett Cove Karrara Kindergarten, SA
Hallett Cove Preschool, SA
Hallett Cove School, SA
Hallett Cove South Primary School, SA
Hallidays Point Public School, NSW
Halls Creek District High School, WA
Halls Creek Primary School Kindergarten Program, WA
Halls Gap Primary School, VIC
Halls Head CC Education Support Centre, WA
Halls Head Primary School, WA
Hamazkaine Arshak & Sophie Galstaun College, NSW
Hambledon Public School, NSW
Hambledon State School, QLD
Hamilton Community Preschool, NSW
Hamilton Gray Street Primary School, VIC
Hamilton Island State School, QLD
Hamilton North Primary School, VIC
Hamilton North Public School, NSW
Hamilton Public School, NSW
Hamilton South Public School, NSW
Hamilton Special Developmental School, VIC
Hamilton State School, QLD
Hamley Bridge Primary School, SA
Hamlyn Banks Primary School, VIC
Hammondville Public School, NSW
Hampden Park Public School, NSW
Hampden Special School, VIC
Hampden State School, QLD
Hampstead Primary School, SA
Hampton Community Kindergarten, VIC
Hampton Park East Preschool, VIC
Hampton Park Kindergarten, WA
Hampton Park Primary School, VIC
Hampton Park Primary School, WA
Hampton Park Primary School Kindergarten Program, WA
Hampton Primary School, VIC
Hampton Public School, NSW
Hannaford State School, QLD
Hannam Vale Public School, NSW
Hannans Primary School, WA
Hannans Road Public School, NSW
Hans and Gretel Long Day Kindergarten, NSW
Hansen Park Preschool, VIC
Hanwood Public School, NSW
Happy Clown Kindergarten, NSW
Happy Clown Kindergarten, NSW
Happy Clown Kindergarten, NSW
Happy Days Kindergarten, NSW
Happy Days Preschool & Long Day Care Centre, NSW
Happy Hours Preschool Kindergarten, NSW
Happy Kids Day Care Centre, NSW
Happy Playmates Kindergarten, NSW
Happy Times Child Care Centre and Preschool, QLD
Happy Valley Junior Primary School, SA
Happy Valley Kindergarten, QLD
Happy Valley Kindergarten, SA
Happy Valley Primary School, SA
Happy Valley State School, QLD
Harbard Street Kindergarten, VIC
Harbord Kindergarten, NSW
Harbord Public School, NSW
Harbour Town Kindyland, QLD
Harcourt Gardens Preschool Centre, SA
Harcourt Preschool Play Centre, VIC
Harcourt Public School, NSW
Harcourt Valley Primary School, VIC
Hargraves Public School, NSW
Harkaway Primary School, VIC
Harlaxton State School, QLD
Harlin State School, QLD
Harmony Montessori Childrens House, QLD
Harmony Montessori Children's House, QLD
Harmony Primary School, WA
Harold Wheen Preschool, NSW
Harrietville Primary School, VIC
Harrington Park Public School, NSW
Harrington Public School, NSW
Harrington Street Public School, NSW
Harrington Street Public School Preschool, NSW
Harrisfield Kindergarten, VIC
Harrisfield Primary School, VIC
Harris Fields State School, QLD
Harrison School, ACT
Harristown State School, QLD
Harrisville State School, QLD
Harry Little Memorial Preschool, VIC
Harston Primary School, VIC
Hartley Ridge Kindergarten, VIC
Harts Range School, NT
Hartwell Primary School, VIC
Harty Street Kindergarten and Preschool, QLD
Harvest Christian School, SA
Harvey Primary School, WA
Harvey Primary School Kindergarten, WA
Harvey Primary School Kindergarten Program, WA
Harwood Island Public School, NSW
Hassall Grove Public School, NSW
Hastings Preschool, VIC
Hastings Preschool Centre, VIC
Hastings Primary School, VIC
Hastings Public School, NSW
Hastings Westpark Primary School, VIC
Hatton Vale State School, QLD
Havenlee School, NSW
Havenview Primary School, TAS
Hawker Area School, SA
Hawker Park Primary School, WA
Hawker Park Primary School Kindergarten Program, WA
Hawker Preschool, ACT
Hawker Primary School, ACT
Hawkesbury Independent School, NSW
Hawkesdale P-12 College, VIC
Hawkesdale Preschool, VIC
Hawthorndene Kindergarten, SA
Hawthorndene Primary School, SA
Hawthorn West Primary School, VIC
Hayes Park Public School, NSW
Hayman Island State School, QLD
Hay Preschool Kindergarten, NSW
Hay Public School, NSW
Hazelbrook Public School, NSW
Hazel Orme Kindergarten, WA
Hazel Road Preschool Centre, VIC
Hazelwood North Primary School, VIC
HeadStart, QLD
Healesville Primary School, VIC
Healy State School, QLD
Heany Park Primary School, VIC
Heathcote East Public School, NSW
Heathcote Preschool, VIC
Heathcote Primary School, VIC
Heathcote Public School, NSW
Heathdale Christian College, VIC
Heathdale Christian College Early Learning Centre, VIC
Heathdale Kindergarten & Infant Welfare Centre, VIC
Heathdene Preschool, NSW
Heatherdale Preschool, VIC
Heatherhill Preschool, VIC
Heatherhill Primary School, VIC
Heatherton Christian College, VIC
Heatherwood School, VIC
Heathfield Primary School, SA
Heathmont Baptist Preschool, VIC
Heathmont East Preschool, VIC
Heathmont East Primary School, VIC
Heathmont Preschool and Kindergarten, VIC
Heathridge Primary School, WA
Heathridge Primary School Kindergarten Program, WA
Heatley State School, QLD
Heaton Public School, NSW
Hebel State School, QLD
Hebersham Public School, NSW
Heckenberg Public School, NSW
Heidelberg Preschool, VIC
Heidelberg Primary School, VIC
